clean_description,NAICS Code,label
advance services inc provides staffing solutions the company offers long term full time and contract planned seasonal staffing services in the field of administrative agricultural industrial manufacturing welding and other sectors,561421,914
clopay building products co inc manufactures and supplies garage doors the company offers residential garage doors to homeowners carriage style garage doors in wood and steel aluminum doors and panel steel garage doors clopay building products operates in the united states,321911,216
coinmach service corp csc offers laundry services the company provides multi family housing and commercial laundry solutions as well as renders air vending services at convenience stores and gas stations,812310,1065
tracing its origins to 1838 duke university has evolved into one of the world s leading institutions for educationeducationeducation is the transmission of knowledge skills and character traits and manifests in various forms formal education occurs within a structured institutional framework such as public schools following a curriculum wiki educationeducation wikipedia research and patient care located in durham north carolina duke is comprised of two major organizations duke university and duke university health systemduke university health systemduke university health system is a world class health care network dedicated to providing outstanding patient care educating tomorrow s health care leaders and discovering new and better ways to treat disease through biomedical research careers about duke duhsabout duke university health system human resources,611310,943
flodraulic usa is a full service pneumatics and hydraulics distributor and systems integrator serving all mobile industrial and marine markets north american hydraulics nahi is based in baton rouge louisiana with offices and coverage across north america,423830,535
integrated power services llc provides industrial maintenance services the company offers repair and field services as well as warehouses and distribution centers for wind hydro nuclear oil and gas paper metal steel and mining industries integrated power services serves customers in north america,811310,1052
tmi is a manufacturer s representative of hvac equipment and temperature control systems serving customers in missouri and illinois guardian environmental services ges macomb mechanical inc main heating and cooling inc systemp corporation the miller group of saginaw inc,811412,1054
schenker inc provides transportation and logistics services the company offers land transport air and ocean freight and contract logistics services schenker serves customers worldwide,488510,732
company description baltek s core expertise is manufacturing core materials that is materials where minimal weight and maximum strength are a must,321212,211
delaware capital formation inc wholesales and distributes industrial machinery and equipments the company serves its customers throughout the united states,423830,535
kwik trip inc operates as a convenience stores the company offers cigarettes newspapers milk bread canned foods beverages snacks dry goods and other related products kwik trip serves customers throughout the united states,493110,738
gerber legendary blades is an american maker of knives multitools and other tools for outdoors and military headquartered in portland oregon gerber is owned by the finnish outdoors products company fiskarsfiskarsfiskars oyj abp is a finnish consumer goods company founded in 1649 in fiskars a locality now in the town of raseborg finland about 100 kilometres 62 mi west of helsinki fiskars global headquarters are located in the arabianranta district of helsinki wiki fiskarsfiskars wikipedia,332215,330
the renewables area of the iberdrola group is responsible for the generation and sale of electrical energy from renewable sources wind onshore and offshore solar hydroelectric green hydrogen etc,221115,95
kpmg llp operates as an audit firm the firm offers accounting auditing internal audit compliance corporate recovery forensic accounting assurance tax risk management and financial advisory services kpmg serves customers worldwide,541211,862
moelis company nyse mc is a leading global independent investment bank that provides innovative strategic advice to a diverse client base we assist our clients in achieving their strategic goals by offering comprehensive globally integrated financial advisory services across all major industry sectors,525920,832
according to the company s website at atchisonatchisonatchison is a city and county seat of atchison county kansas united states along the missouri river wiki atchison kansasatchison kansas wikipedia tubular services is a manufacturer of steel pipe products its customer base is worldwide,331513,321
monosol llc produces water soluble products the company offers water soluble packaging systems composite release and embroidery topping films moldable resins dust abatements water soluble compounds and delivery systems monosol operates worldwide,326112,274
multi packaging solutions inc provides printing and packaging services the company offer folding cartons labels security tags jewel case slips blister cards paper boards and other related products multi packaging solutions serves pharmaceutical multi media beverages cosmetics and consumer markets,323111,235
northwestern mutual life insurance company is one of milwaukee s largest corporations and among the largest life insurance providers real estate investors and financial services enterprises in the united states,524113,818
lion apparel inc produces and distributes apparel the company provides a line of personal protection and rescue products such as turnouts helmets station wear protective gloves technical footwear accessories and training garments,315210,197
romantix is the united states premiere adult retailer what truly makes us stand out is our remarkable employees all of our employees share a great ambition to grow learn and experience,711190,1000
marazzi is a leading manufacturer and distributor of high end ceramic and porcelain tile natural stone tile and a stunning array of mosaics our attention to italian style and current trends in the usa allow us to bring a trend setting selection of tile and exceptional quality to your local market,238340,127
toshiba america electronic components inc taec is the north america electronic components business of toshiba taec offers a broad ic and discrete product line including high end microcontrollers asics and assps for automotive multimedia industrial telecoms and networking applications,334310,409
dana delivers mobile drivetrain and motion solutions for construction agriculture material handling mining and forestry equipment as well as motion systems for a wide variety of mobile and stationary industrial applications,336390,465
key 3 is a leading supplier of lightweight aluminum high pressure die castingsdie castingsdie casting is a metal casting process that is characterized by forcing molten metal under high pressure into a mold cavity the mold cavity is created using two hardened tool steel dies which have been machined into shape and work similarly to an injection mold during the process wiki die castingdie casting wikipedia and ferrous ductile and gray iron castings serving primarily the automotive truck industrial and aerospace defense markets,331524,323
the company is the global leader in the manufacture and construction of factory coated metal storage tanks and silos aluminum domes and specialty covers cst s existing company portfolio consists of cst storage cst covers and vulcan tanks,332420,339
ulster boces provides educationaleducationaleducation is the transmission of knowledge skills and character traits and manifests in various forms formal education occurs within a structured institutional framework such as public schools following a curriculum wiki educationeducation wikipedia leadership and support along with more than 200 innovative and cost effective programs and services to help the eight public school districts in ulster county meet their academic administrative and operational goals,611519,950
brasscraft manufacturing company is one of the world s leading designers manufacturers and distributors of plumbing products for the new construction and repair and remodel markets we are a masco owned company with facilities in michigan north carolina and texas,332913,353
a corporation led by ancestral values sealaska focuses on ocean health and balanced land management with our shared future in mind we are working to restore balance to our lands waters and the communities that they nourish,423990,543
halo holdings llc provides brand promotional marketing services the company offers calendars keychains and tags novelty items and toys personalized bags drinkware writing products and other stationeries halo holdings serves customers in the united states,541890,898
gentex corporation works with customers academia and industry partners to continually deliver cutting edge hearing protection communications and safety products for the most extreme military emergency response and industrial noise environments,327215,294
consisting of six members and the tribal chairman the tribal council governs tribal activities and makes law acting as the executive legislative and judicial branches of government the tribal council also serves as the board of directors for viejas band economic enterprises,921150,1090
about us manufacturer of printed circuit boards backplane assemblies and integrated electronic cabinets viasystems has locations globally with 9 factories in north america and 5 in china,334418,414
bombardier s aerospace segment focuses on the design manufacture sale and support of regional airliners business jets and utility aircraft and on the fabrication of airframe components and the provision of defense products and services,423860,538
initially it was an institution specialized in preparing tellers for the banking industry in puerto rico hence its original name international banking school since then it has focused on training for careers that are in highest demand on the island,611430,946
we are a leading agribusiness cooperative engaged in procuring processing marketing and transporting oilseeds grain and related products for the benefit of our cooperative members and their farmer owners,311224,138
federal mogul corporation is an american developer manufacturer and supplier of products for automotive commercial aerospace marine rail and off road vehicles as well as industrial agricultural and power generation applications,336310,458
at bal seal engineering we make custom seals springs and electrical contacts that improve the performance and reliability of critical equipment used everywhere from deep sea to deep space although they re often measured in millimeters our proven precise products have a profound impact,332613,343
at arcelormittal our goal is to help build a better world with smarter steels steels made using innovative processes which are more efficient use less energy and emit significantly less carbon steels that are cleaner stronger and reusable,331110,307
synaptics incorporated develops custom designed user interface solutions the company s solutions enable people to interact with a variety of mobile computing and communications devices,334118,405
durango midstream is a leading natural gas gathering processing and marketing company providing world class midstream services to oil and gas producers in kansas and new mexico our leadership team has more than 100 years of midstream experience,211130,59
what began as a small mining operation to provide agricultural lime for its own use has grown into a family of companies that includes eleven asphalt plants two ready mix concrete plants and a fixed base quarry operation in mountain city tennessee,112111,28
it provides private banking and investment management services and as a firm without outside shareholders it can take a thoughtful long term approach to its business relationships when looking for new hires it values energetic compassionate curious innovative thinkers with a strong desire to learn,523991,816
the baker s difference we provide quality products and solutions for national chains as well as embedded locksmithlocksmithhistorically locksmiths would make the entire lock working for hours hand cutting screws and doing much file work lock designs became significantly more complicated in the 18th century and locksmiths often specialized in repairing or designing locks wiki locksmithinglocksmithing wikipedia services at multi building properties we are a certified medecomedecothe name medeco is short for mechanical development company it is a subsidiary of the swedish assa abloy group the medeco cylinder uses a rotating pin and sidebar design with angled cuts on the keys that rotate the pins making it more difficult to pick than most other locks wiki medecomedeco simple english wikipedia the free encyclopedia security center and leverage our purchasing volume to our customer s advantage,561622,931
founded in 1851 louis dreyfus company is a leading merchant and processor of agricultural goods our activities across a diversified range of business lines span the entire value chain from origination to distribution helping to feed and clothe up to 500 million people every year,424510,562
atlanta national league baseball club inc provides sport activities the company operates and promotes professional and semi professional athletic clubs and events,711211,1001
the visiting nurse association of wisconsin vnaw provides comprehensive nursing and home health care services in the state of wisconsin with a mission to promote health well being and comfort to people of all ages,532283,849
piccadilly restaurants operates about 60 cafeteria style eateries in the southeast us mostly in georgia and louisiana the eateries offer a moderately priced selection of down home favorites and comfort foods that varies according to local and seasonal tastes,722514,1035
company description rent formerly known as rentpath is the only marketing and automation platform that engages prospective residents through the entire renter journey maximizing leads and occupancies with unparalleled roi,531390,842
graphite metallizing corporation designs manufactures and markets metal fabricated products the company offers bearings bushings thrust washers and blocks graphite metallizing operates in the united states,335991,448
mission we aspire to provide you our clients with incomparably proficient recovery services throughout our entire domain it is vital to us as much as it is to you that we recover your collateral as swift as possible with faultless precision,561491,920
scp distributors llc wholesales and distributes swimming pool supplies equipment and related leisure products the company offers a range of swimming pool and related backyard living products including chemicals cleaners filters heaters pumps lights pool care products and spas,423910,539
john deere financial delivers solutions for financing john deere equipment and technology and seed feed and more,522291,796
jackson family wines includes 40 brands sourced from vineyards and wineries in california oregon the bordeaux region in france tuscany in italy australia chile and south africa it controls 50 000 acres 20 000 ha in the united states and is the largest owner of coastal vineyards in california and oregon,312130,179
the company offers full service exterior touchless in bay automatic and self service car washing as well as detailing gasoline stations and convenience stores at various locations our mission to create lifetime customers by delivering a clean fast fun service experience through our devoted associates,811192,1045
georgia pacific llc manufacture and distributes paper products the company offers pulp communications papers containerboard packaging and tissue as well as plywood oriented strand board and industrial panels lumber gypsum products and chemicals,322291,233
ias claim services group llc provides insurance adjusting services the company offers property and casualty insurance claims adjusting services ias claim services also has the capability of handling complex large volume catastrophic claims,524292,826
about us at irwin we don t just make seating we make experiences as a leading manufacturer of fixed and telescopic seating products every project from a school auditorium to carnegie hall is an opportunity for something special,811420,1055
about us the united states marine corps usmc is a branch of the united states armed forces responsible for providing power projection using the mobility of the united states navy by congressional mandate to deliver rapidly combined arms task forces on land at sea and in the air,928110,1113
the company is recognized internationally for the quality of its productions supportive and nurturingringwagner s title is most literally rendered in english as the ring of the nibelung the nibelung of the title is the dwarf alberich and the ring in question is the one he fashions from the rhinegold the title therefore denotes alberich s ring wiki der ring des nibelungender ring des nibelungen wikipedia environment for singers and artists and is especially known for its productions of the wagner operas having created an international attraction in its past presentations of wagner s epic ring according to the new,711110,997
first transit operates a comprehensive portfolio of complementary public transportation services on behalf of cities municipalities and businesses including fixed route buses and trains paratransit services shuttle buses outsourced vehicle maintenance and other services,485111,709
sun state components of nevada s quality and service begins with our employees and management our staff is experienced and knowledgeable in all phases of truss design fabrication packaging and delivery our technicians and engineers use sophisticated design software that meet or exceed the industry standards,321215,214
provides construction and project management services the company offers a wide range of services including design engineering development and preconstruction consultation,236116,102
carco group inc operates as a software company the company develops technology platform that provides fraud prevention pre insurance inspections real time vehicle title history data and vehicle monitoring solutions,561613,929
manufactures and distributes fluid control equipment the company produces throttle valves gate valves and wellhead equipment ge oil gas pressure control suzhou also conducts equipment maintenance and installation businesses,332911,351
kgp telecommunications inc provides communications equipment the company offers routers network interfaces multiplexers access points central office hardware cables wireless gateways paging telephones local area network security surveillance tower and wireless antenna systems,423690,528
we operate the largest single steel fabrication facilities in the pacific northwest and have a diverse portfolio our company is certified to work on major steel bridges high rises and complicated steel buildings,238190,120
vpg is the parent company to versatile processing indiana versatile processing texas and dulin metals company versatile processing group specializes in industrial scrap metal processing and non ferrous recovery solutions,331492,318
hershey creamerycreamerya creamery or cheese factory is a place where milk and cream are processed and where butter and cheese is produced cream is separated from whole milk pasteurization is done to the skimmed milk and cream separately wiki creamerycreamery wikipedia company also known as hershey s ice cream is an american creamery that produces ice cream sorbet sherbet frozen yogurt and other frozen desserts such as smoothies and frozen slab style ice cream mixers,311520,155
berkshire hathaway inc is a holding company owning subsidiaries in a variety of business sectors the company s principal operations are insurance business conducted nationwide on a primary basis and worldwide on a reinsurance basis,524126,820
kvc health systems is a family of private nonprofit 501 c 3 organizations that strengthen families prevent child abuse and neglect and help people achieve mental health wellness,623990,987
about aveanna we are a new company that has quickly established itself as a pre eminent national leader in healthcare as well as homecare we believe in clinical excellence innovation and compassionate care to every patient and family we are privileged to help,623311,985
amkor technology inc headquartered in tempe arizona united states started its first semiconductor businesssemiconductor businessthe semiconductor industry is the aggregate of companies engaged in the design and fabrication of semiconductors and semiconductor devices such as transistors and integrated circuits wiki semiconductor industrysemiconductor industry wikipedia in korea in 1968 and is a global leader in the outsourced semiconductor assembly and test osat industry amkor combines america and korea in name and demonstrates reliability and trust in action,334413,411
piping technology products inc was founded in 1978 by durga agrawal a small company that started in his garage grew over time into a company widely known as a one stop shop for pipe supports expansion joints shock control devices and more,332919,354
mtd southwest inc manufactures garden equipment the company produces and markets lawn and riding mowers trimmers and edgers tillers and cultivators leaf blowers log splitters and chain saws,333991,394
one of the world s largest manufacturers of silicon carbide operating the only environmentally friendly silicon carbide plant in north america a trusted partner in helping companies develop their new materials through our specialty product development and fusion services,327910,302
about us isd is a steel detailing company based out of baton rouge louisiana we employ a team of experienced detailers and checkers that are committed to a singular goal delivering quality work on time every time external link for innovative steel detailing inc,541340,869
the company provides pest management services and protection against termites mosquitoes rodents and other pests headquartered in memphis tenn with more than 11 400 teammates and 2 9 million customers in 24 countries and territories the company visits more than 50 000 homes and businesses every day,561710,932
wilbert funeral services inc is the industry leader in burial vaults and related products with a heritage of product innovation dating back to 1880 when company forerunner lg haase manufacturing offered the first concrete burial vaults in the united states,327390,299
j f allen is the mid atlantic s most dedicated contractor providing a vast array of construction services from new utility installation highway construction we have the equipment the people and the experience to get the job done right,327331,297
fmr llc doing business as fidelity institutional asset management operates as a financial services corporation the company offers investment management retirement options brokerage financial planning and wealth management services,523940,815
xylem dewatering solutions inc manufactures rents and sells portable pumps the company offers equipment for use in construction dewatering mining drinking water supply and wastewater bypasses as well as provides accessories for immediate rental,532412,854
gen re is one of the leading life health and property casualty reinsurers in the world we are represented in all major reinsurance markets through a network of more than 38 offices worldwide general re a subsidiary of berkshire hathaway inc is the holding company for global reinsurance and related operations,524130,823
the auto tags titles guarantee our goal is to get you in and out as quickly as possible for tags titles registrations renewals and common state of alaska dmv forms we speed up the process to get you back on the road in no time,541120,859
titleone exchange opens in a new tab a subsidiary of titleone is a full service 1031 exchange intermediary with an experienced team solely dedicated to assisting customers with each 1031 transaction builder developer services,541191,860
great outdoors group llc retails outdoor sporting goods the company sells fishing hunting and camping gears as well as outdoor clothing and cooking equipment great outdoors group serves customers in the united states,459110,677
dal tile corporation is the largest manufacturer and marketer of ceramic porcelain glass and metal tile as well as natural stone large format slab and countertop products used in residential and commercial spaces across north america,327120,290
about us established in 1975 and based in albany nysid is a not for profit membership organization with a 40 year mission of creating jobs for new yorkers with disabilities,624120,989
pi inc is a company that specializes in providing custom vacuum formed plastics products and services,337126,483
baker roofing company established in 1915 is a full service building envelope contractor recognized as one of the leading specialty contractors in the nation it provides expert roofing restoration coatings and exterior services for both commercial and residential customers,238160,118
hunt building company ltd provides real estate services the company offers development investment management and financing of real assets hunt building serves customers in the united states,236116,102
we perform in the historic 2 500 seat citizens opera house and reside offstage in a state of the art facility headquartered in boston s south end the company is comprised of 69 dancers of 11 nationalities representing the highest caliber of international talent on our boston stage,611610,951
broan nutone llc manufactures household products the company provides residential ventilation products include range hoods ventilation fans indoor air quality fresh air systems built in heaters whole house fans paddle fans and trash compactors and speakers,335210,435
we provide a wide range of construction maintenance and engineering services for power generation utilities and distribution renewables oil and gas chemical pipeline and civil infrastructure clients,237110,107
safilo usa inc designs manufactures and distributes eyewear products the company offers prescription frames sunglasses sport goggles ophthalmic goods and lenses safilo serves customers in the state of new jersey,423460,522
american transmission company llc provides utility services the company owns maintains monitors and operates electric transmission assets to distributes electricity american transmission serves customers in the united states,221121,97
the company operates one of the largest networks of outpatient surgery centers in the us also known as ambulatory surgical centers or ascs these facilities charge less than hospitals to perform routine surgeries,621498,972
vna holding inc operates as a holding company the company through its subsidiaries provides financing and leasing facilities for commercial equipment,522220,795
summer street capital partners llc operates as a private equity firm the firm provides investments for education health care and environmental services sectors,525920,832
sparton is world leader in design development testing and production of complex maritime electronic systems including sonobuoys in support of anti submarine warfare asw and maritime capabilities supporting undersea warfare usw,334412,410
deluxe media inc also known simply as deluxe and formerly deluxe entertainment services group inc is an american multinational multimedia and entertainment service provisions company owned by platinum equity founded in 1915 by hungarian born american film producer william fox and headquartered in burbank,711190,1000
as the nation s top producer of refined sugar fanjul corp produces more than 7 million tons of the sweet stuff each year through its subsidiaries its sugar is sold under brand names domino c amp h florida crystals redpath jack frost and tate amp lyle,111930,23
in the fine art business since 1967 adl represents a diverse group of local national and international artist working in a wide variety of styles and mediums showing an exceptional level of skill and creativity our core values are rooted in our belief that great art touches the heart beyond knowledge,459920,687
bakercorp international inc doing business as bakercorp provides liquid and solid containment solutions the company offers steel and poly tanks roll off boxes steel trench shields and sheeting and pipe pullers as well as other related products baker serves clients worldwide,532490,856
amerathon llc was founded in 2014 the company s line of business includes providing professional analytic or diagnostic services for the medical profession,621512,974
state farm mutual automobile insurance company operates as an insurance company the company offers vehicle auto accident homeowners condo owners renters life and annuities fire and casualty health disability flood business and boat insurance products and services,524210,824
state farm fire and casualty company of bloomington operates as an insurance company the company offers automobile property casualty health disability and life insurance services state farm fire and casualty serves customers in the united states,524210,824
texpac hide skin ltd is part of the manufacturing sector operating as a leather hide tan and finishing wholesaler,316110,203
brightviewbrightview140 years of combined experience with roots dating back to 1939 see the evolution of brickman and valleycrest into brightview north america s industry leader in commercial landscaping company about brightviewabout us brightview is the nation s leading commercial landscape company we take pride in delivering consistently excellent results for clients across the country throughout the lifecycle of their landscapes from landscape design to development maintenance to enhancements our comprehensive services make your job easy,541320,867
willowood usa is an oregon based company that develops formulates and markets generic crop protection products for agriculture,325320,257
about vanderbilt mortgage vanderbilt mortgage and finance inc is a berkshire hathaway company offering a variety of home loan product services including new and used manufactured and modular home financing servicing manufactured and modular home loans financing for energy efficient home upgrade projects,522220,795
the new hampshire liquor commission is a government agency of the u s state of new hampshire the commission regulates the sale of alcoholic beverages in new hampshire one of 18 alcoholic beverage control states the commission became operational in 1934 following repeal of prohibition in the united states in 1933,926150,1111
at interior solutions our services represent our investment in excellence we pledge to get knee deep in your interior design office furniture install or storage systems project and help you create beautifully functional workspaces and specialized work environments,532210,846
kaytee s commitment to small animal pets pet birds and wild birds has inspired nutritional innovations for more than 150 years a complete line of products food treats bedding toys habitats and accessories helps keep your treasured friends active comfy and safe,311119,133
savaseniorcare administrative services llc operates health care facilities the company offers skilled nursing long term care memory and dementia care and rehabilitative services to patients who require continuous health care savaseniorcare administrative services serves patients in the united states,623312,986
new sunshine llc information new sunshine holdings manufacture lotions and creams for skin protection and care in addition it licenses proprietary point of sale software for the indoor tanning industry,812199,1062
lyondellbasell industries nv overview it manufactures and sells plastics petrochemicals and basic chemicals the company also refines crude oil to convert into refined products such as diesel gasoline and jet fuel,325199,249
today advanced refrigeration air is the leading commercial refrigeration company in the southeast it has seven offices a fleet of 200 vehicles and over 250 employees servicing customers throughout florida alabama and georgia,811412,1054
pratt is america s 5th largest corrugated packaging company and the world s largest privately held producer of 100 recycled containerboard with more than 9000 highly skilled green collar employees dedicated to the environment and sustainability,322211,228
our company supplies a wide range of frozen convenience snacks and foods across a variety of customer channels a worldwide provider of fine potato products that specializes in pre fried french fries frozen potato specialties and dehydrated potato flakes,311411,146
station casinos llc operates hotels and motels the company offers accommodations casino gaming dining promotion conferences entertainment spas and other recreational facilities station casinos serves customers in the state of nevada,721120,1023
rockland industries inc is a textile manufacturing company in the united states the company is headquartered in baltimore maryland having manufacturing facilities in bamberg south carolina rockland industries has sales in more than 90 countries worldwide including the united states,313310,187
interceramic has been an industry leader in manufacturing innovative ceramic and porcelain tile in north and central america for over 40 years the interceramic brand was founded in mexico and has been crafted to become one of the strongest and most well known brands in central america,327120,290
dm a is a veteran owned small business that provides consulting and support services related to healthcare foodservice operations nutrition and environmental services,561790,936
rural metro is a national leader in private ambulance and fire protection services in 20 states and more than 450 communities from coast to coast,621910,976
covering a service area of 5 325 square miles nj transit is the nation s third largest provider of bus rail and light rail transit linking major points in new jersey new york and philadelphia the agency operates an active fleet of 2 221 buses 1 231 trains and 93 light rail vehicles,485112,710
cleveland metroparks is a nationally recognized and accredited park system spanning more than 25 000 acres across northeast ohio it includes 18 park reservations more than 325 miles of trails nine golf courses eight lakefront parks dining and retail venues and nationally acclaimed cleveland metroparks zoo,713990,1021
we deliver office technology and solutions that help your employees be more efficient and transform your business organizations that work with our products will enjoy a tremendous competitive edge as they increase productivity levels thanks to our advanced technology,811420,1055
ace hardware corp overview ace hardware corp ace is a wholesaler and retailer of hardware paints and home improvement products the company s product portfolio includes paint and supplies lawn and garden electrical and lighting and heating and cooling products,444140,597
bunzl distribution midcentral inc wholesales and distributes food products the company supplies foam trays retail carry out bags chicken roasters and bakery boxes bunzl distribution midcentral operates in the united states,424990,576
alliance healthcare services inc provides health care services the company offers treatment for radiology oncology interventional and corporate healthcare services alliance healthcare services serves patients in the united states,621512,974
gaming laboratories international llc gli tests electronic gaming equipments the company offers functional and compliance evaluations inspections and certification of gaming machines software peripherals slot devices and wireless equipments,721199,1025
the board of educational lands and funds was established by the nebraska constitution to serve as trustee of lands contributed to the state in 1867 by the federal government as trustee of these lands the board is bound by fiduciary duty to its beneficiaries nebraska s k 12 public schools,924120,1104
covestro llc manufactures and distributes polymers and plastics the company offers coating raw materials adhesive and specialty raw materials inorganic basic chemicals polycarbonate blend resins polyurethane raw materials and systems and thermoplastic polyurethane resins,325520,263
follett higher educationeducationeducation is the transmission of knowledge skills and character traits and manifests in various forms formal education occurs within a structured institutional framework such as public schools following a curriculum wiki educationeducation wikipedia group inc operates as an online and retail campus stores the company offers textbooks note books reference materials digital resources e books and audiovisual products follett higher education group serves students in the united states,459210,681
a us national security contractor the company supports the us departments of state and defense by providing linguist services and international police force training especially in afghanistan and iraq,561612,928
snf u s a snf holding company snf is a specialty chemical group whose products water soluble polymers contribute to treating recycling preserving water saving energy and reducing carbon footprint,325212,251
framatome s teams design and provide equipment services and fuel for nuclear power plants for more than 60 years framatome has been addressing the major challenges faced by its customers from throughout the world thanks to its complete portfolio of solutions and services,334513,419
about us ever since 1935 the dedicated sakuma family and its team have been working to supply our customers with the very best quality fruit products and services we have established a standard of excellent berry products growing strawberries blueberries and blackberries,111333,13
dianne s fine desserts general information the company specializes in offering customized frozen and gourmet desserts including cheesecakes pies and tarts mini desserts and brownie bars delivering products in anticipation of consumer demand and supporting customer initiatives and goals,311813,163
psi molded plastics specializes in small to large complex molded products while providing many post molding services not typically found in one company over 100 injection molding presses range from 22 1574 tons soon to be 2100 tons,326130,278
our mission ppgny is a leading provider of sexual and reproductive health services and information a fierce advocate and a committed partner to advance equity and improve health outcomes for all,621410,967
a primary health network phn is an organization that coordinates healthcare services in a specific geographic area phns were created as a result of the affordable care act aca and their purpose is to improve the quality and efficiency of healthcare delivery in the united states,621399,966
description provider of cruise entertainment services the company owns and operates a variety of dining and sightseeing cruises with a fleet of large number of ships available for numerous events such as weddings anniversary celebrations proms meetings birthdays and private parties,487210,720
badger meter is an innovator in flow measurement water quality and control products serving water utilities municipalities and commercial and industrial customers worldwide,334514,420
durham school services is a school bus operator providing contracted student transportation throughout the united states based in lisle illinois and currently operating in 32 states founded in 1917 with three buses in the san gabriel valley it became a subsidiary of national express in 1999,485410,716
rogers group inc headquartered in nashville tn is the largest privately owned construction aggregate company in the country for more than 115 years our crushed stonecrushed stonecrushed stone or angular rock is a form of construction aggregate typically produced by mining a suitable rock deposit and breaking the removed rock down to the desired size using crushers wiki crushed stonecrushed stone wikipedia and hot mix asphalt have laid the foundation for homes schools hospitals highways and other infrastructure critical to the american economy,237310,111
hlw international llp provides architectural services the company offers engineers interior designing workplace strategies lighting and landscape architectural services hlw international serves customers globally,541410,873
the company provides education reference information and decision support tools to doctors nurses health practitioners and students elsevier inc serves pharmaceutical chemical medical devices energy nutrition agriculture consumer goods and electric power sectors worldwide,513199,764
dedicated exclusively to outdoor power for 50 years echo is a leader in the development and manufacturing of commercial grade outdoor power equipment providing gas and battery powered tools with the highest level of performance quality and reliability for both professional landscapers and homeowners alike,444230,602
army sustainment s mission is to publish timely authoritative information on army and department of defense sustainment plans programs policies operations procedures and doctrine for the benefit of all army personnel,811310,1052
stanley steemer international inc provides cleaning services the company offers carpet furniture tile hardwood floor area rug and air duct cleaning services as well as water damage restoration and flooring installation,561740,935
we are a vertically integrated manufacturing company headquartered in pleasant prairie wi wholly owned we manufacture pressure washers generators water pumps hoses accessories and replacement parts to consumers and industrial customers globally,326220,286
about us goldline has been helping clients buy and sell precious metals since 1960 in an industry where dealers come and go our longevity is a testament to our singular commitment to treating our clients as our most valuable asset which is why you will receive concierge service from the time you contact us,485210,713
leidos biomedical research inc provides research and development services the company develops and applies technologies to translate research discoveries into treatments on cancer and aids,541715,889
invesco is an independent global investment management firm dedicated to delivering an investment experience that helps people get more out of life,523940,815
as a global dental company our goal is to provide our customers and partners the digital solutions and high quality restoration products they need to successfully advance their businesses and to compete in the digital landscape,339116,495
hi tech mold engineering is a family owned and operated business who values its team members service dedication and commitment to superior quality engineering and mold making,333511,379
fmc technologies offers subsea drilling and production systems for the exploration and production of oil and gas it also offers similar equipment and services for onshore oil production,333132,365
cintas corp overview it offers an array of products and services to businesses including uniforms mops mats cleaning and restroom supplies first aid and safety products fire extinguishers and testing and safety courses,812331,1067
atlas copco usa provides compressed air and gas equipment industrial power tools construction equipment and industrial vacuum equipment as well as service and maintenance,525910,831
the kansas state department of educationeducationeducation is the transmission of knowledge skills and character traits and manifests in various forms formal education occurs within a structured institutional framework such as public schools following a curriculum wiki educationeducation wikipedia ksde is a dynamic dedicated service agency that provides leadership resources support and accountability to the state s k 12 education system,923110,1099
built on the foundation of a daily newspaper cartoon in 1918 still in print today ripley entertainment has grown to be a world leader in family entertainment expanding to include more than 100 attractions in 10 countries around the world along with ripley s believe it or not,712110,1008
cirexx international the company prides itself on manufacturing the highest quality pcb projects for virtually every technology company their expertise includes flexible circuits rigid flex circuits microwave and radiofrequency technologies rigid hdi technology hybrid pcbs and specialty materials,334412,410
te connectivityte connectivityte connectivity ltd is an american swiss domiciled technology company that designs and manufactures connectors sensors relays contactors and application tooling for several industries such as automotive industrial equipment data communication systems aerospace defense medical oil and gas consumer wiki te connectivityte connectivity wikipedia empowers engineers for innovation in industrial technology by designing and manufacturing sensor and connectivity solutions for the technology that is enabling a safer sustainable productive and connected world,327212,292
